Date,Buckhorn,Jackson,Oneida,Whitesburg
2020-02-11 00:00:00,39.116,17.78,44.45,21.082
2020-02-12 00:00:00,5.08,18.034,5.08,8.128
2020-02-13 00:00:00,36.83,18.288,38.1,21.59
2020-02-14 00:00:00,1.778,0,2.032,4.064
2020-02-15 00:00:00,0,0,0,0
2020-02-16 00:00:00,0,0,0,0
2020-02-17 00:00:00,0,0,0,0
2020-02-18 00:00:00,0.254,9.398,2.032,0
2020-02-19 00:00:00,13.462,0,14.732,13.97
2020-02-20 00:00:00,0,0,0,0
2020-02-21 00:00:00,0,0,0,1.778
2020-02-22 00:00:00,0,0,0,0
2020-02-23 00:00:00,0,0,0,0
2020-02-24 00:00:00,1.016,3.556,1.778,0.762
2020-02-25 00:00:00,7.112,3.556,8.128,9.144
2020-02-26 00:00:00,0,7.366,0.254,0
2020-02-27 00:00:00,6.096,0,7.874,6.604
2020-02-28 00:00:00,0,1.778,0,0
2020-02-29 00:00:00,2.286,0.254,2.54,5.08
2020-03-01 00:00:00,0,0,0.254,0
2020-03-02 00:00:00,0.508,5.334,0.508,0
2020-03-03 00:00:00,25.908,25.908,25.146,10.414
2020-03-04 00:00:00,1.524,0,1.524,1.778
2020-03-05 00:00:00,0,0,0,0
2020-03-06 00:00:00,0,0,0,0
2020-03-07 00:00:00,1.27,0,0,4.572
2020-03-08 00:00:00,0,0,0,0
2020-03-09 00:00:00,0,0,0,0
2020-03-10 00:00:00,1.27,4.064,0.762,0
2020-03-11 00:00:00,5.588,0,6.858,4.064
2020-03-12 00:00:00,0,37.846,0,0
2020-03-13 00:00:00,28.956,22.606,38.608,38.354
2020-03-14 00:00:00,0,19.812,0,0
2020-03-15 00:00:00,22.352,0.508,28.702,24.892
2020-03-16 00:00:00,0.508,2.032,0.508,0
2020-03-17 00:00:00,2.794,4.572,4.318,3.302
2020-03-18 00:00:00,0,12.954,1.27,4.064
2020-03-19 00:00:00,9.652,7.62,10.668,11.176
2020-03-20 00:00:00,16.002,45.212,28.448,5.842
2020-03-21 00:00:00,24.13,0.762,13.97,36.83
2020-03-22 00:00:00,0,1.524,0.254,1.27
2020-03-23 00:00:00,3.048,2.54,9.652,2.032
2020-03-24 00:00:00,3.048,13.716,2.54,9.906
2020-03-25 00:00:00,20.828,1.016,22.098,22.86
2020-03-26 00:00:00,0.508,0,0.508,0.762
2020-03-27 00:00:00,0,0,0,0
2020-03-28 00:00:00,0,0,0,0
2020-03-29 00:00:00,9.906,13.208,13.97,5.08
2020-03-30 00:00:00,0,0,0,2.032
2020-03-31 00:00:00,0,18.034,3.302,0
2020-04-01 00:00:00,21.59,0,20.828,24.892
2020-04-02 00:00:00,0,0,0.508,1.27
2020-04-03 00:00:00,0,0,0,0
2020-04-04 00:00:00,0,0,0,0
2020-04-05 00:00:00,0,0,0,0
2020-04-06 00:00:00,0,0,0,0
2020-04-07 00:00:00,0,0,0,0
2020-04-08 00:00:00,0,1.016,0,0
2020-04-09 00:00:00,26.924,10.668,12.192,15.24
2020-04-10 00:00:00,0,0.508,0,0.762
2020-04-11 00:00:00,0,0,0,0
2020-04-12 00:00:00,0,19.812,0,0
2020-04-13 00:00:00,35.56,14.224,34.544,52.832
2020-04-14 00:00:00,0,0.762,1.778,0
2020-04-15 00:00:00,0,0,1.016,4.064
2020-04-16 00:00:00,0,0,0,0
2020-04-17 00:00:00,0,0.508,0,0
2020-04-18 00:00:00,8.128,6.858,8.89,12.192
2020-04-19 00:00:00,0,1.27,0,0.762
2020-04-20 00:00:00,2.54,0,2.54,8.382
2020-04-21 00:00:00,0,0.254,0,0
2020-04-22 00:00:00,0,0,0,0
2020-04-23 00:00:00,0.762,13.97,2.794,0.762
2020-04-24 00:00:00,9.906,2.54,7.874,21.336
2020-04-25 00:00:00,0.762,15.494,0.508,4.318
2020-04-26 00:00:00,13.462,11.684,14.732,22.606
2020-04-27 00:00:00,6.858,0,11.684,9.398
2020-04-28 00:00:00,0,0,0.254,0
2020-04-29 00:00:00,0.762,18.288,0,0
2020-04-30 00:00:00,21.336,1.27,28.194,22.606
2020-05-01 00:00:00,2.032,0.254,3.048,6.604
2020-05-02 00:00:00,0.508,0,0,0.762
2020-05-03 00:00:00,0.762,24.892,0,0
2020-05-04 00:00:00,35.56,0,19.812,8.382
2020-05-05 00:00:00,5.588,12.446,10.16,20.32
2020-05-06 00:00:00,10.922,0.254,7.874,23.368
2020-05-07 00:00:00,1.016,0,0.762,5.08
2020-05-08 00:00:00,0.254,16.256,0,0
2020-05-09 00:00:00,15.24,0,17.78,17.018
2020-05-10 00:00:00,0,0.254,0,0
2020-05-11 00:00:00,3.302,0,3.556,2.032
2020-05-12 00:00:00,0,0,0,0
2020-05-13 00:00:00,0,2.032,0.508,0
2020-05-14 00:00:00,3.556,4.318,2.794,2.032
2020-05-15 00:00:00,0.254,0,1.016,0
2020-05-16 00:00:00,0,0,0,0
2020-05-17 00:00:00,0,0,0,0
2020-05-18 00:00:00,0,10.16,0,0
2020-05-19 00:00:00,20.32,29.972,16.002,2.794
2020-05-20 00:00:00,44.704,0.254,53.086,10.668
2020-05-21 00:00:00,1.27,5.842,2.032,8.89
2020-05-22 00:00:00,4.318,0,6.858,5.08
2020-05-23 00:00:00,0.762,13.716,2.286,7.62
2020-05-24 00:00:00,1.016,1.524,18.542,1.27
2020-05-25 00:00:00,4.826,0,1.27,2.54
2020-05-26 00:00:00,0,0,0,1.524
2020-05-27 00:00:00,0.508,0,1.27,0
2020-05-28 00:00:00,0,4.318,0,0
2020-05-29 00:00:00,2.286,0,10.922,3.302
2020-05-30 00:00:00,1.778,0,2.032,0
2020-05-31 00:00:00,0,0,0,0
2020-06-01 00:00:00,0,0,0,0
2020-06-02 00:00:00,0,0,0,0
2020-06-03 00:00:00,0,0,0,0
2020-06-04 00:00:00,0,17.78,0,0
2020-06-05 00:00:00,16.256,31.242,41.402,6.35
2020-06-06 00:00:00,9.144,0,1.524,4.572
2020-06-07 00:00:00,0,0,0,0
2020-06-08 00:00:00,0,0,0,0
2020-06-09 00:00:00,0,0,0,0
2020-06-10 00:00:00,0,18.542,0,0
2020-06-11 00:00:00,3.302,0,0,12.7
2020-06-12 00:00:00,0,0,0,0
2020-06-13 00:00:00,0,0,0,0
2020-06-14 00:00:00,0.508,3.048,0,0
2020-06-15 00:00:00,0.762,0,0,2.54
2020-06-16 00:00:00,0,0,0,1.778
2020-06-17 00:00:00,0,0.254,0,0
2020-06-18 00:00:00,0.508,5.842,0,2.794
2020-06-19 00:00:00,1.778,0,0,2.032
2020-06-20 00:00:00,6.604,0,0,11.43
2020-06-21 00:00:00,0,6.604,0,11.43
2020-06-22 00:00:00,1.778,0.254,0,2.794
2020-06-23 00:00:00,0,18.796,0.508,0
2020-06-24 00:00:00,8.636,0,10.16,2.032
2020-06-25 00:00:00,8.382,1.27,16.764,18.542
2020-06-26 00:00:00,0,0,0,0
2020-06-27 00:00:00,0,2.794,0,0
2020-06-28 00:00:00,1.016,30.226,4.318,1.778
2020-06-29 00:00:00,16.764,0,7.874,4.826
2020-06-30 00:00:00,0,0,0.762,0
2020-07-01 00:00:00,0,1.778,0,6.35
2020-07-02 00:00:00,45.974,0,8.382,7.874
2020-07-03 00:00:00,0,0,0,0
2020-07-04 00:00:00,0,0,0,0
2020-07-05 00:00:00,0,0,0,0
2020-07-06 00:00:00,0,1.27,0,0
2020-07-07 00:00:00,0,0,5.08,0
2020-07-08 00:00:00,0,0,0,5.842
2020-07-09 00:00:00,0,0,0,0
2020-07-10 00:00:00,1.27,20.574,4.318,0
2020-07-11 00:00:00,0,0,0,5.588
2020-07-12 00:00:00,0.508,15.748,0,0
2020-07-13 00:00:00,38.1,0,19.05,23.876
2020-07-14 00:00:00,0,0,0,0
2020-07-15 00:00:00,0,0,0,0
2020-07-16 00:00:00,0,2.286,0,0
2020-07-17 00:00:00,0.254,8.636,5.842,0
2020-07-18 00:00:00,1.524,0,3.81,1.524
2020-07-19 00:00:00,0,0.254,0.254,0
2020-07-20 00:00:00,0,0,0,3.302
2020-07-21 00:00:00,2.032,0,3.302,24.638
2020-07-22 00:00:00,22.098,10.16,0,24.384
2020-07-23 00:00:00,1.27,8.382,0,0.508
2020-07-24 00:00:00,14.732,0,0,12.7
2020-07-25 00:00:00,0,0,0,17.526
2020-07-26 00:00:00,0,0,0,0
2020-07-27 00:00:00,0,9.144,0,2.032
2020-07-28 00:00:00,7.874,16.256,1.27,4.826
2020-07-29 00:00:00,0,0,0,11.938
2020-07-30 00:00:00,0,37.846,0,0
2020-07-31 00:00:00,24.384,6.096,81.026,31.75
2020-08-01 00:00:00,6.096,0,6.35,12.446
2020-08-02 00:00:00,0.762,0.254,1.016,0.508
2020-08-03 00:00:00,0,0,0,0
2020-08-04 00:00:00,0,0,0,0
2020-08-05 00:00:00,0,0,0,5.588
2020-08-06 00:00:00,0,3.048,0,0
2020-08-07 00:00:00,0.508,0,0,13.716
2020-08-08 00:00:00,0,0,0,0
2020-08-09 00:00:00,0,0,0,0
2020-08-10 00:00:00,0,13.208,0,0
2020-08-11 00:00:00,7.112,42.418,16.764,0
2020-08-12 00:00:00,0,0,0,0
2020-08-13 00:00:00,0,0,0,55.372
2020-08-14 00:00:00,0,24.384,0,1.27
2020-08-15 00:00:00,16.256,0,7.62,4.826
2020-08-16 00:00:00,12.7,0.508,3.81,11.43
2020-08-17 00:00:00,27.94,0,6.604,1.016
2020-08-18 00:00:00,0,11.938,0,0
2020-08-19 00:00:00,18.542,0,10.668,15.748
2020-08-20 00:00:00,0,0,0,0
2020-08-21 00:00:00,0.762,5.334,0,6.604
2020-08-22 00:00:00,26.162,14.224,0.762,8.89
2020-08-23 00:00:00,1.27,0,0,0
2020-08-24 00:00:00,1.016,0,4.064,0
2020-08-25 00:00:00,16.51,0,1.524,7.874
2020-08-26 00:00:00,0,0,0,0
2020-08-27 00:00:00,0,0,0,0
2020-08-28 00:00:00,0,4.826,0,0
2020-08-29 00:00:00,11.43,27.432,16.51,5.588
2020-08-30 00:00:00,5.842,0,5.588,10.922
2020-08-31 00:00:00,2.286,10.16,2.54,3.81
2020-09-01 00:00:00,2.286,0.762,1.016,1.524
2020-09-02 00:00:00,0,21.082,0,0
2020-09-03 00:00:00,18.034,14.986,38.354,3.302
2020-09-04 00:00:00,12.954,2.032,6.35,7.366
2020-09-05 00:00:00,0,0,0.508,0.762
2020-09-06 00:00:00,0,0,0,0
2020-09-07 00:00:00,0,0,0,0
2020-09-08 00:00:00,0,0,0,0
2020-09-09 00:00:00,0,0,0,0
2020-09-10 00:00:00,0,0,0,1.016
2020-09-11 00:00:00,0,0,0,0
2020-09-12 00:00:00,0,4.826,0,0
2020-09-13 00:00:00,18.796,28.702,11.684,0
2020-09-14 00:00:00,37.592,0,30.988,6.858
2020-09-15 00:00:00,0,0,0,0
2020-09-16 00:00:00,0,0,0,0
2020-09-17 00:00:00,0.254,0,0.508,0
2020-09-18 00:00:00,0,0,0,5.08
2020-09-19 00:00:00,0,0,0,0
2020-09-20 00:00:00,0,0,0,0
2020-09-21 00:00:00,0,0,0,0
2020-09-22 00:00:00,0,0,0,0
2020-09-23 00:00:00,0,0,0,0
2020-09-24 00:00:00,0.762,0,1.016,0.508
2020-09-25 00:00:00,0,0,0.254,1.524
2020-09-26 00:00:00,1.016,0,1.524,10.922
2020-09-27 00:00:00,0,0,0,0
2020-09-28 00:00:00,0.762,23.114,0,1.524
2020-09-29 00:00:00,18.542,0.508,24.13,15.24
2020-09-30 00:00:00,1.016,0,2.54,8.128
2020-10-01 00:00:00,0,0,0,0
2020-10-02 00:00:00,0,0,0,0
2020-10-03 00:00:00,0,0,0,0
2020-10-04 00:00:00,0,0,0,0
2020-10-05 00:00:00,0,0,0,0.762
2020-10-06 00:00:00,0,0,0,0
2020-10-07 00:00:00,0,0,0,0
2020-10-08 00:00:00,0,0,0,0
2020-10-09 00:00:00,0,0,0,0
2020-10-10 00:00:00,5.588,12.7,6.604,1.27
2020-10-11 00:00:00,17.526,22.606,15.24,22.86
2020-10-12 00:00:00,4.826,2.286,3.81,5.588
2020-10-13 00:00:00,4.572,0,1.778,10.16
2020-10-14 00:00:00,0,0,0,0
2020-10-15 00:00:00,0,1.524,0,0
2020-10-16 00:00:00,5.588,3.048,5.588,6.096
2020-10-17 00:00:00,0,0,0,0
2020-10-18 00:00:00,0,0,0,0
2020-10-19 00:00:00,1.016,0.254,0,0
2020-10-20 00:00:00,0,0,0,0
2020-10-21 00:00:00,0,0,0,0
2020-10-22 00:00:00,0,0,0,0
2020-10-23 00:00:00,0,2.54,0,0
2020-10-24 00:00:00,5.588,1.016,5.588,7.112
2020-10-25 00:00:00,0.508,0.762,0.508,3.302
2020-10-26 00:00:00,0,0,0,0
2020-10-27 00:00:00,0.254,0,0.254,1.27
2020-10-28 00:00:00,0,15.24,0,0
2020-10-29 00:00:00,25.908,19.05,28.194,22.098
2020-10-30 00:00:00,8.89,0,9.398,26.416
2020-10-31 00:00:00,0,0,0.254,0.508
2020-11-01 00:00:00,0,0,0,0
2020-11-02 00:00:00,0,0,0,0
2020-11-03 00:00:00,0,0,0,0
2020-11-04 00:00:00,0,0,0,0
2020-11-05 00:00:00,0,0,0,0
2020-11-06 00:00:00,0,0,0,0
2020-11-07 00:00:00,0,0,0,0
2020-11-08 00:00:00,0,0,0,0
2020-11-09 00:00:00,0,0,0,0
2020-11-10 00:00:00,0,0,0,0
2020-11-11 00:00:00,1.27,38.354,2.032,0.508
2020-11-12 00:00:00,50.8,0,58.674,15.748
2020-11-13 00:00:00,0,0,0,0
2020-11-14 00:00:00,0,0,0,0
2020-11-15 00:00:00,0,3.556,0,0
2020-11-16 00:00:00,4.572,0,5.842,1.524
2020-11-17 00:00:00,0,0,0,0
2020-11-18 00:00:00,0,0,0,0
2020-11-19 00:00:00,0,0,0,0
2020-11-20 00:00:00,0,0,0,0
2020-11-21 00:00:00,0,0,0,0
2020-11-22 00:00:00,0,11.938,0,0
2020-11-23 00:00:00,8.89,0,10.16,12.954
2020-11-24 00:00:00,0,0,0,0
2020-11-25 00:00:00,0,0.762,0,0
2020-11-26 00:00:00,0.762,0.508,1.016,0
2020-11-27 00:00:00,0,0,0,0
2020-11-28 00:00:00,0,0,0,0
2020-11-29 00:00:00,0,1.778,0,0
2020-11-30 00:00:00,13.462,17.78,18.034,4.064
2020-12-01 00:00:00,7.874,0.762,11.43,10.16
2020-12-02 00:00:00,0,0,0,0
2020-12-03 00:00:00,0,0,0,0
2020-12-04 00:00:00,13.716,18.542,16.256,2.54
2020-12-05 00:00:00,11.43,0,10.922,13.208
2020-12-06 00:00:00,0,0,0.254,0
2020-12-07 00:00:00,0.762,1.27,0.508,3.048
2020-12-08 00:00:00,0,0,0,1.27
2020-12-09 00:00:00,0,0,0,0
2020-12-10 00:00:00,0,0,0,0
2020-12-11 00:00:00,0,0,0,0
2020-12-12 00:00:00,0,4.572,0,0
2020-12-13 00:00:00,3.048,0.508,0,2.286
2020-12-14 00:00:00,25.4,29.718,32.004,19.304
2020-12-15 00:00:00,2.54,0,2.54,5.08
2020-12-16 00:00:00,0.508,9.144,0.508,0.762
2020-12-17 00:00:00,8.89,0.762,9.144,15.748
2020-12-18 00:00:00,0.254,0,0.508,1.27
2020-12-19 00:00:00,0,0,0,0
2020-12-20 00:00:00,1.778,2.794,2.032,0
2020-12-21 00:00:00,0.508,0,0.508,1.27
2020-12-22 00:00:00,0,0,0,0
2020-12-23 00:00:00,0,0,0,0
2020-12-24 00:00:00,8.382,37.592,10.668,1.27
2020-12-25 00:00:00,0,1.778,26.67,31.75
2020-12-26 00:00:00,0,0,0.254,0.762
2020-12-27 00:00:00,0,0,0,0
2020-12-28 00:00:00,0,0,0,0
2020-12-29 00:00:00,0,0,0,0
2020-12-30 00:00:00,0,0.254,0.254,0
2020-12-31 00:00:00,10.16,17.018,11.176,1.016
2021-01-01 00:00:00,13.208,2.794,0,5.588
2021-01-02 00:00:00,1.016,0.254,0,1.016
2021-01-03 00:00:00,1.778,2.032,1.778,1.016
2021-01-04 00:00:00,0.508,0,0.508,1.016
2021-01-05 00:00:00,0.508,1.27,0.254,0.762
2021-01-06 00:00:00,1.27,0,0.254,4.572
2021-01-07 00:00:00,0,0,0,0
2021-01-08 00:00:00,0,0.254,0.254,0.508
2021-01-09 00:00:00,1.524,0,0,2.286
2021-01-10 00:00:00,0,0,0,0
2021-01-11 00:00:00,0,0,0,0
2021-01-12 00:00:00,0,0,0,2.286
2021-01-13 00:00:00,0,0,0,0
2021-01-14 00:00:00,0,0,0,0
2021-01-15 00:00:00,2.032,4.826,2.54,0
2021-01-16 00:00:00,3.048,5.08,2.032,7.62
2021-01-17 00:00:00,2.286,0.762,1.27,2.54
2021-01-18 00:00:00,0.254,0.254,1.524,2.54
2021-01-19 00:00:00,0.254,0,0,0
2021-01-20 00:00:00,0,0,0,0
2021-01-21 00:00:00,2.794,1.524,3.302,2.54
2021-01-22 00:00:00,0,0,0,1.524
2021-01-23 00:00:00,0,0,0,0
2021-01-24 00:00:00,0,0.254,0,0
2021-01-25 00:00:00,0.762,55.626,1.778,1.778
2021-01-26 00:00:00,54.864,0.508,59.69,29.21
2021-01-27 00:00:00,0,4.572,0,0
2021-01-28 00:00:00,1.016,0.508,2.794,3.81
2021-01-29 00:00:00,0,0,0,0
2021-01-30 00:00:00,0,5.08,0,0
2021-01-31 00:00:00,12.192,4.572,12.7,11.176
2021-02-01 00:00:00,1.016,4.572,0.762,2.54
2021-02-02 00:00:00,1.778,2.032,4.572,5.08
2021-02-03 00:00:00,0,0,0,1.27
2021-02-04 00:00:00,0,1.27,0,0
2021-02-05 00:00:00,3.556,1.016,4.064,3.048
2021-02-06 00:00:00,0,0,0,0
2021-02-07 00:00:00,1.778,2.286,2.032,11.43
2021-02-08 00:00:00,1.27,0,0,0
2021-02-09 00:00:00,0,0.254,0,0
2021-02-10 00:00:00,0.508,7.874,0.254,1.778
2021-02-11 00:00:00,13.208,15.24,12.7,2.54
2021-02-12 00:00:00,3.302,0,5.588,20.574
2021-02-13 00:00:00,1.016,0,0.508,0.762
2021-02-14 00:00:00,1.27,0,0,2.54
2021-02-15 00:00:00,0,25.146,1.524,0.508
2021-02-16 00:00:00,17.78,1.27,24.13,8.89
2021-02-17 00:00:00,0.254,0.254,0.254,0.508
2021-02-18 00:00:00,6.35,7.112,7.62,18.796
2021-02-19 00:00:00,1.27,0,1.524,2.794
2021-02-20 00:00:00,0,0,0.254,0
2021-02-21 00:00:00,0,0,0,0
2021-02-22 00:00:00,6.604,8.89,8.636,3.048
2021-02-23 00:00:00,4.064,0,0,8.382
2021-02-24 00:00:00,0,0,0,0
2021-02-25 00:00:00,0.508,0.254,2.794,1.016
2021-02-26 00:00:00,0,5.08,0,0
2021-02-27 00:00:00,44.704,28.956,51.816,24.13
2021-02-28 00:00:00,24.892,93.98,28.702,26.67
2021-03-01 00:00:00,94.742,19.304,101.6,50.8
2021-03-02 00:00:00,0,0,0,2.54
2021-03-03 00:00:00,0,0,0,0
2021-03-04 00:00:00,0,0,0,0
2021-03-05 00:00:00,0,0,0,0
2021-03-06 00:00:00,0,0,0,0
2021-03-07 00:00:00,0,0,0,0
2021-03-08 00:00:00,0,0,0,0
2021-03-09 00:00:00,0,0,0,0
2021-03-10 00:00:00,0,0,0,0
2021-03-11 00:00:00,0,2.032,0,0
2021-03-12 00:00:00,9.144,8.89,8.128,0.762
2021-03-13 00:00:00,3.81,0,2.286,5.08
2021-03-14 00:00:00,0,0,0,0
2021-03-15 00:00:00,2.54,3.302,2.032,2.032
2021-03-16 00:00:00,2.54,0,2.286,1.524
2021-03-17 00:00:00,0.254,2.032,0,0
2021-03-18 00:00:00,13.208,33.274,16.002,11.938
2021-03-19 00:00:00,28.194,1.016,19.05,14.224
2021-03-20 00:00:00,0,0,0.254,0
2021-03-21 00:00:00,0,0,0,0
2021-03-22 00:00:00,0,0,0,0
2021-03-23 00:00:00,0,0,0,0
2021-03-24 00:00:00,0,0,0,0
2021-03-25 00:00:00,0,6.858,0,0
2021-03-26 00:00:00,13.208,2.286,16.002,19.812
2021-03-27 00:00:00,0,5.842,0,0
2021-03-28 00:00:00,44.45,38.354,48.768,55.88
2021-03-29 00:00:00,6.858,0,8.128,12.954
2021-03-30 00:00:00,0,0,0,0
2021-03-31 00:00:00,9.906,14.986,12.954,5.08
2021-04-01 00:00:00,6.35,0.254,6.35,11.176
2021-04-02 00:00:00,0,0,0,0
2021-04-03 00:00:00,0,0,0,0
2021-04-04 00:00:00,0,0,0,0
2021-04-05 00:00:00,0,0,0,0
2021-04-06 00:00:00,0,0,0,0
2021-04-07 00:00:00,0,0,0,0
2021-04-08 00:00:00,0,20.066,0,0
2021-04-09 00:00:00,7.62,0,13.716,1.524
2021-04-10 00:00:00,0,5.334,0,0
2021-04-11 00:00:00,7.366,1.016,6.604,9.144
2021-04-12 00:00:00,0.508,0,0,0
2021-04-13 00:00:00,0,0,0,0
2021-04-14 00:00:00,0,6.096,0.254,0
2021-04-15 00:00:00,2.54,0,1.27,4.318
2021-04-16 00:00:00,0,0,0,0
2021-04-17 00:00:00,0,0,0,0
2021-04-18 00:00:00,0,0,0.508,0
2021-04-19 00:00:00,0.508,0,0.508,0
2021-04-20 00:00:00,0,0,0.254,0
2021-04-21 00:00:00,2.032,1.27,2.032,0.762
2021-04-22 00:00:00,0.762,0,0,1.27
2021-04-23 00:00:00,0,0,0,0
2021-04-24 00:00:00,0,10.668,0,0
2021-04-25 00:00:00,12.7,0,12.192,8.382
2021-04-26 00:00:00,0,0,0,0
2021-04-27 00:00:00,0,0,0,0
2021-04-28 00:00:00,0,28.956,0,0
2021-04-29 00:00:00,13.208,12.446,12.7,1.016
2021-04-30 00:00:00,8.382,0,11.43,11.176
2021-05-01 00:00:00,0,0,0,0
2021-05-02 00:00:00,0,0.254,0,0
2021-05-03 00:00:00,0.762,2.794,1.27,0.762
2021-05-04 00:00:00,6.604,12.192,5.08,2.794
2021-05-05 00:00:00,17.018,1.016,15.24,17.272
2021-05-06 00:00:00,1.016,0,0.254,3.048
2021-05-07 00:00:00,2.286,2.54,0,3.81
2021-05-08 00:00:00,1.524,0,0,5.588
2021-05-09 00:00:00,0,8.382,0.508,0
2021-05-10 00:00:00,13.462,0.508,19.05,19.812
2021-05-11 00:00:00,0.762,0,0.254,0.762
2021-05-12 00:00:00,0,0,0,0
2021-05-13 00:00:00,0,0,0,0
2021-05-14 00:00:00,0,0,0,0
2021-05-15 00:00:00,0,0,0,0
2021-05-16 00:00:00,0,0,0.254,0
2021-05-17 00:00:00,0.508,0.254,0,1.016
2021-05-18 00:00:00,2.032,9.144,1.27,0.508
2021-05-19 00:00:00,0,0,0,0.762
2021-05-20 00:00:00,0.508,0,0,0
2021-05-21 00:00:00,0,0,0,0
2021-05-22 00:00:00,0,0,0,0
2021-05-23 00:00:00,0,0,0,0
2021-05-24 00:00:00,0,0,0,0
2021-05-25 00:00:00,0,0,0,0
2021-05-26 00:00:00,0,0,0,0
2021-05-27 00:00:00,0,0,0,0
2021-05-28 00:00:00,0,15.494,0,2.794
2021-05-29 00:00:00,0,3.556,14.478,21.082
2021-05-30 00:00:00,1.27,0.762,1.778,1.016
2021-05-31 00:00:00,0,0,0,0.762
2021-06-01 00:00:00,0,0,0,0
2021-06-02 00:00:00,0.508,3.302,1.016,0
2021-06-03 00:00:00,5.588,12.954,7.62,0.762
2021-06-04 00:00:00,15.24,0,13.462,11.938
2021-06-05 00:00:00,0,0,0,0
2021-06-06 00:00:00,0,0.254,0.254,0
2021-06-07 00:00:00,1.27,2.286,24.638,0.762
2021-06-08 00:00:00,4.064,0.254,11.684,8.128
2021-06-09 00:00:00,2.032,17.78,4.826,0
2021-06-10 00:00:00,40.64,3.048,49.022,0
2021-06-11 00:00:00,7.112,2.032,6.35,29.718
2021-06-12 00:00:00,10.414,0,76.962,6.604
2021-06-13 00:00:00,0,0,0,0.762
2021-06-14 00:00:00,5.08,0,5.334,0
2021-06-15 00:00:00,0,0,0.254,0
2021-06-16 00:00:00,0,0,0,0
2021-06-17 00:00:00,0,0,0,0
2021-06-18 00:00:00,0,3.556,0,0
2021-06-19 00:00:00,1.016,0,0,0
2021-06-20 00:00:00,0,0,0,0
2021-06-21 00:00:00,0,45.212,0,0
2021-06-22 00:00:00,23.368,6.858,32.258,19.558
2021-06-23 00:00:00,0,0,0,5.08
2021-06-24 00:00:00,0,0,0,0
2021-06-25 00:00:00,0,0,0,0
2021-06-26 00:00:00,0,0,0,0
2021-06-27 00:00:00,0,0,0,0
2021-06-28 00:00:00,0,0,0,12.192
2021-06-29 00:00:00,2.794,0,0,1.016
2021-06-30 00:00:00,0,0,0,0
2021-07-01 00:00:00,0,14.732,0,0
2021-07-02 00:00:00,44.45,0,42.672,48.26
2021-07-03 00:00:00,0,0,0,0
2021-07-04 00:00:00,0,0,0,0
2021-07-05 00:00:00,0,0,0,0
2021-07-06 00:00:00,0,0,0,0
2021-07-07 00:00:00,0,13.208,0,0
2021-07-08 00:00:00,1.27,5.08,0.508,3.302
2021-07-09 00:00:00,23.622,5.588,7.62,4.318
2021-07-10 00:00:00,0,25.908,0,1.778
2021-07-11 00:00:00,18.796,28.702,52.578,1.778
2021-07-12 00:00:00,11.938,0,14.224,0.508
2021-07-13 00:00:00,0,8.636,0.254,6.858
2021-07-14 00:00:00,1.016,3.302,1.778,0
2021-07-15 00:00:00,0,2.032,0,0
2021-07-16 00:00:00,0,0.762,0,8.382
2021-07-17 00:00:00,1.524,1.778,0,0
2021-07-18 00:00:00,0,0,5.08,8.128
2021-07-19 00:00:00,1.524,0,11.176,14.224
2021-07-20 00:00:00,0,0,0,0
2021-07-21 00:00:00,0,0,0,0
2021-07-22 00:00:00,0,0,0,0
2021-07-23 00:00:00,0,0,0,0
2021-07-24 00:00:00,0,0,0,0
2021-07-25 00:00:00,0,16.51,0,0
2021-07-26 00:00:00,2.286,4.318,19.05,37.084
2021-07-27 00:00:00,0,0,0.254,32.512
2021-07-28 00:00:00,0,0,0,0
2021-07-29 00:00:00,0,52.578,0,0
2021-07-30 00:00:00,42.418,7.62,49.53,2.286
2021-07-31 00:00:00,0,0.254,0,0
2021-08-01 00:00:00,2.032,0,9.398,0
2021-08-02 00:00:00,0,0,0,6.35
2021-08-03 00:00:00,0,0,0,0
2021-08-04 00:00:00,0,0,0,19.558
2021-08-05 00:00:00,0,0,2.032,5.334
2021-08-06 00:00:00,0,0,0,0
2021-08-07 00:00:00,0,0,1.016,0
2021-08-08 00:00:00,1.016,0,8.636,7.112
2021-08-09 00:00:00,0,27.94,0,0
2021-08-10 00:00:00,9.906,0.508,14.986,2.54
2021-08-11 00:00:00,0.254,0,8.89,1.27
2021-08-12 00:00:00,0,0,0.508,2.54
2021-08-13 00:00:00,0,0,0,0
2021-08-14 00:00:00,0,11.176,0,0
2021-08-15 00:00:00,6.096,23.876,8.382,49.022
2021-08-16 00:00:00,40.132,51.308,39.37,41.91
2021-08-17 00:00:00,3.81,41.91,2.794,14.224
2021-08-18 00:00:00,114.3,12.446,24.638,45.72
2021-08-19 00:00:00,2.032,36.068,2.032,3.048
2021-08-20 00:00:00,1.778,0,1.27,7.112
2021-08-21 00:00:00,0,0,0,0
2021-08-22 00:00:00,0,0,0,0
2021-08-23 00:00:00,0,0,0,0
2021-08-24 00:00:00,0,0,0,0
2021-08-25 00:00:00,0,0,0,0
2021-08-26 00:00:00,0,0,0,0
2021-08-27 00:00:00,0,0,0,0
2021-08-28 00:00:00,0,0,0,0
2021-08-29 00:00:00,0,0.508,0,0
2021-08-30 00:00:00,0,3.556,0,0
2021-08-31 00:00:00,12.7,13.716,33.274,24.384
2021-09-01 00:00:00,17.272,5.334,17.526,30.48
